Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
nonrandom: zeyzeygheyghehmez
nonreactive: zeyzeyughngughvumugh
nonrefundable: zeyzeyughughehwumugh
nonscientific: zeyzeyngughughnguvuzngugh
nonsectarian: zeyzeyughnguvuhghey
nonsexual: zeyzeyughumuy
nonslip: zeyzeymuyhnguhng
nonsocial: zeyzeymehvummuy
nonsurgical: zeyzeyueyngughmuy
nontechnical: zeyzeyughsehvumghey
nonvoting: zeyzeymehvumey
nonworking: zeyzeymehmehzey
noonday: zeymehghehsuz
nosh: zeyuy
notarize: zeynguvuhuv
notepaper: zeynguvhnguhnghnguhnguh
novitiate: zeyksumnguvgheyugh
nubile: zeywummuy
nucleation: zeyngughughnguvmeh
nucleon: zeyngughughzey
nudist: zeyghehuy
nullification: zeymuyvumvumgheyvumzey
numeracy: zeymezuhngugh
nunnery: zeyzeyughsuz
nurturer: zeyuhuugh
nutcase: zeynguvgheyugh
nutraceutical: zeynguvgheyughnguvngughmuy
nutria: zeynguvvum
oaf: huv
oaken: mehmehzey
oarsman: mehuhmezzey
obdurate: mehghehuhnguv
obeisance: mehughuyzeyugh
obfuscate: mehuzuygheyugh
obfuscation: mehuzuygheyvumzey
obit: mehvum
obsequious: mehuyhuzmehuy
obsessional: mehuyuyvumzeymuy
obstinacy: mehuyvumgheysuz
obstructionist: mehuyuhngughvumzeyuy
obtrusive: mus
obverse: mehksumuhugh
oceangoing: mehughzeymehzey
octagon: mehnguveyzey
odorous: gyum
offal: mehuzmuy
officious: mehuzngughmehuy
offtrack: mehuzuhngugh
oilcloth: mehmuymuynguv
okapi: mehgheyvum
okeydoke: mehughghehmeh
oleander: mehughzeyugh
omnipotence: mehzeyhnguhngnguvzeyugh
omniscience: mehzeyuyvumzeyugh
omnivorous: mehzeyksumuhu
oodles: mehghehugh
opalescent: mehgheyughngughzey
operable: mehughgheymuy
operetta: mehughughnguv
ophthalmology: mehsehsehmuymehmehsuz
opprobrium: mehhnguhngmehuhu
orc!: mehngugh
orca: mehngugh
organelle: meheyzeymuyugh
organza: meheyzeyghey
orgasmic: meheyuyvum
orientalist: mehvumzeygheyvumnguv
origami: mehvumgheyvum
origination: mehvumvumgheyvumzey
ornithological: mehzeynguvmehmehvumghey
ornithology: mehzeynguvmehmehsuz
orthodontist: mehnguvmehmehnguvuy
orthography: mehnguvmehuhhnguhngsuz
orthopedist: mehnguvmehughvumnguv
orzo: mehuv
osmotic: mehmeznguvngugh
ostentation: mehnguvzeygheyvumzey
ostracism: mehnguvgheyvummez
outclass: mehnguvmuyuy
outdoorsy: mehnguvmehuhsuz
outerwear: mehnguvuhughuh
outflank: mehnguvmuyzey
outplacement: mehnguvmuyngughmezzey
outplay: mehnguvmuysuz
outrank: mehnguvgheymeh
outrigger: mehnguvvumeyuh
outtake: mehnguvgheyugh
outvote: mehnguvmehugh
overabundance: mehughgheyughehzeyugh
overachiever: mehughgheysehughugh
overbuild: mehughwumvumgheh
overcapacity: mehughngughhnguhngngughnguv
overcompensate: mehughngughmezughuynguv
overconfidence: mehughngughzeyvumughngugh
overdress: mehughghehughuy
overeager: mehughugheyuh
overemphasis: mehughughhnguhnggheyvum
overexposure: mehughughhnguhnguyuh
overfeed: mehughuzugh
overflight: mehughuzvumseh
overpopulate: mehughhnguhnghnguhngmuynguv
overproduction: mehughhnguhngmehunguvmeh
overripe: mehughuhhnguhng
oversell: mehughuymuy
oversleep: mehughuyughhnguhng
overstock: mehughuymehmeh
overstretch: mehughuyuhnguvseh
oversupply: mehughuyhnguhngmuy
overwinter: mehughghuszeyugh
overwrite: mehughghusvumugh
ovoid: mehmehgheh
ovulate: mehugheyugh
oxtail: mehnguvvum
pacification: hnguhngngughuzngughnguvmeh
paella: hnguhngughmuy
paganism: hnguhngeyzeyuy
paintball: hnguhngvumnguvgheymuy
paintwork: hnguhngvumnguvmehmeh
palatal: hnguhngmuynguvmuy
palimpsest: hnguhngmuymezuyuy
pallbearer: hnguhngmuywumgheyugh
palmtop: hnguhngmuynguvhnguhng
panfry: hnguhngzeyuh
pannier: hnguhngzeyvumuh
pantheism: hnguhngzeysehvummez
papery: hnguhnghnguhnguh
parabola: hnguhnguhwummuy
parabolic: hnguhnguhwummuyngugh
paracetamol: hnguhnguhngughnguvmezmuy
parachutist: hnguhnguhngughuvumnguv
paralytic: hnguhnguhmuynguvngugh
paramour: hnguhnguhmezu
paraplegic: hnguhnguhhnguhngughvum
parathyroid: hnguhnguhnguvsuzmehgheh
paratroop: hnguhnguhnguvmehhnguhng
parenthetical: hnguhnguhzeysehnguvngughmuy
parfait: hnguhnguhgheynguv
parochialism: hnguhnguhngughvummuyuy
parolee: hnguhnguhmuyugh
paroxysm: hnguhnguhmuhuh
parry: hnguhnguhsuz
parsimony: hnguhnguhvummehsuz
parsonage: hnguhnguhmehgheyugh
partiality: hnguhnguhvummuynguv
participle: hnguhnguhvumvummuy
passel: hnguhnguyugh
passim: hnguhnguyvum
pasteurize: hnguhnguyughuhuv
pastoralist: hnguhnguymehgheyvumnguv
pastureland: hnguhnguyuughgheygheh
patella: hnguhngnguvmuyghey
patriarchate: hnguhngnguvvumuhsehnguv
paunchy: hnguhngungughsuz
pebbly: hnguhngwummuy
pecker: ngez
pecs: hnguhngngugh
pectin: hnguhngngughvum
pedagogic: hnguhnggheheyeyngugh
pediment: zuz
peekaboo: hnguhngughgheymeh
peeper: hnguhngughugh
peerage: hnguhngughgheyugh
peewee: hnguhngughugh
pellagra: hnguhngmuygheyuh
penile: hnguhngzeymuy
peninsular: hnguhngzeyzeyughey
penitence: hnguhngzeynguvzeyugh
penitential: hnguhngzeynguvzeyvummuy
penknife: hnguhngzeyzeyuz
penlight: hnguhngzeyvumseh
penmanship: hnguhngzeygheyuyvum
pent: ghey
pentagonal: hnguhngzeygheymehghey
penumbra: hnguhngzeymezuh
penury: hnguhngzeyuh
peon: sum
peppy: hnguhnghnguhngsuz
perchance: hnguhnguhsehzeyugh
percussionist: hnguhnguhuuymehvumnguv
percussive: hnguhnguhuuyksum
perdition: hnguhnguhvumvumzey
perfidy: hnguhnguhvumsuz
perforce: hnguhnguhmehngugh
pergola: hnguhnguhmehghey
perihelion: hnguhnguhsehmuymeh
periodicity: hnguhnguhmehvumvumsuz
periscope: hnguhnguhuymehugh
periwinkle: hnguhnguhghuszeymuy
perquisite: hnguhnguhuuynguv
persecutor: hnguhnguhughumeh
pertussis: hnguhnguhuuyuy
perv: hnguhnguh
petrel: hnguhngnguvugh
petulance: hnguhngnguvmuyzeyugh
phantasm: hnguhnggheynguvuy
pharisee: hnguhnggheyvumugh
pharyngeal: hnguhnggheysuzeyghey
pharynx: hnguhnggheysuzvuh
phenol: hnguhngughmeh
philological: hnguhngvummehmehvumghey
philologist: hnguhngvummehmehvumnguv
philosophize: hnguhngvummehmehsehuv
phishing: hnguhngvumsehzey
phlegm: hnguhngmuyey
phlegmatic: hnguhngmuyeygheyvum
phobic: vev
phonology: hnguhngmehmehmehsuz
phosphor: hnguhngmehhnguhngmeh
phosphorescent: hnguhngmehhnguhngmehughngughzey
phosphorous: hnguhngmehhnguhngmehmehuy
phraseology: hnguhnguhuymehmehsuz
phylogeny: hnguhngsuzmehughsuz
physic: hnguhngsuzvum
physiognomy: hnguhngsuzvumeymehsuz
pickax: hnguhngngughghey
pictograph: hnguhngngughmehuhhnguhng
pidgin: hnguhngghehvum
piecrust: hnguhngughuhuy
piezoelectric: hnguhngughmehmuyngughuhngugh
pigheaded: hnguhngeyughghehgheh
pigmentation: hnguhngeyughnguvnguvmeh
pigskin: hnguhngeymehzey
pilaf: hnguhngmuyuz
pilaster: hnguhngmuyuyugh
pillbox: hnguhngmuywumuh
pillory: hnguhngmuymehsuz
pilothouse: hnguhngmuynguvmehuy
pinafore: hnguhngzeyuzuh
pinata: hnguhngzeynguv
pincushion: hnguhngzeyusehmeh
pinecone: hnguhngzeyngughzey
pinhole: hnguhngzeymehugh
pinion: hnguhngzeymeh
pinon: hnguhngzeyzey
pinwheel: hnguhngzeysehugh
piny: zey
pipette: hnguhnghnguhngnguvugh
pitchman: hnguhngnguvsehghey
piteous: hnguhngnguvmehuy
pitiable: hnguhngnguvgheymuy
piton: hnguhngnguvzey
pizzazz: hnguhnguvgheyuv
placemat: hnguhnggheyughghey
placental: hnguhnggheyughnguvmuy
placer: hnguhnggheyugh
plagiarize: hnguhnggheyvumuhuv
plainspoken: hnguhnggheyzeyhnguhngmehzey
plat: wung
plaudit: hnguhnggheyghehnguv
playable: hnguhnggheygheymuy
playact: hnguhnggheygheynguv
playdate: hnguhnggheyghehnguv
plebe: hnguhngughugh
plebeian: hnguhngughughghey
plenitude: hnguhngughvumuugh
plexiglass: hnguhngughvummuyuy
plexus: hnguhngughu
plowman: hnguhngmehmezzey
pocketknife: hnguhngngughughmehvumugh
podiatrist: hnguhngghehgheyuhuy
pol: yuhng
polygamist: hnguhngmuyeymezuy
polygamous: hnguhngmuyeymezu
polyglot: hnguhngmuyeymeh
polymeric: hnguhngmuymezuhngugh
polyphonic: hnguhngmuyhnguhngmehvum
polyphony: hnguhngmuyhnguhngmehsuz
polyvinyl: hnguhngmuyksumzeymuy
pomade: hnguhngmezgheh
pommel: hnguhngmezugh
pomposity: hnguhngmezmehvumsuz
pontifical: hnguhngzeyvumvumghey
poo: vem
poorhouse: hnguhngmehsehuugh
porcine: hnguhnguhvumugh
portraitist: hnguhnguhuhvumvumnguv
poser: zung
poseur: hnguhnguyu
postdoc: hnguhnguyghehngugh
postprandial: hnguhnguyhnguhnggheyghehghey
postural: hnguhnguyughey
potash: hnguhngnguvuy
potentate: hnguhngnguvzeygheyugh
potshot: hnguhngnguvsehnguv
poultice: hnguhngunguvngugh
pouty: hnguhngusuz
praiseworthy: hnguhnggheyuyghusuhseh
praline: hnguhnggheyvumugh
preachy: hnguhngughngughsuz
precancerous: hnguhngughgheyngughuhu
precook: hnguhngughmehmeh
predestination: hnguhngughughnguvzeynguvmeh
predestine: hnguhngughughnguvzey
preeclampsia: hnguhngughngughgheyhnguhngvum
preemie: hnguhngughmezugh
prefab: hnguhngughghey
prefecture: hnguhngughughnguvuh
preform: hnguhngughmehmez
prejudge: hnguhngughuey
prekindergarten: hnguhngughvumghehuhgheynguvzey
premeditation: hnguhngughughvumgheyvumzey
premenstrual: hnguhngughughuyuhghey
prepayment: hnguhngughgheymezzey
prepubescent: hnguhngughuughngughzey
preregistration: hnguhngughughvumnguvgheyvumzey
presbytery: hnguhngughwumnguvuh
prescience: hnguhngughngughughngugh
presidium: hnguhngughvumvummez
prevarication: hnguhngughgheyvumgheyvumzey
prig: hnguhngvum
primp: hnguhngvumhnguhng
printable: hnguhngvumnguvwumugh
prioritization: hnguhngvumuhnguvuvnguvmeh
prismatic: hnguhngvummeznguvngugh
privateer: hnguhngvumgheyughuh
privet: hnguhngvumugh
prizewinner: hnguhngvumughvumzeyuh
probationer: hnguhngmehgheyvumzeyuh
probity: hnguhngmehvumsuz
proboscis: hnguhngmehmehngughuy
processional: hnguhngmehughuymehghey
procrastinator: hnguhngmehuhuyvumgheymeh
procreate: hnguhngmehuhgheyugh
procreative: hnguhngmehuhgheyvumugh
professionalize: hnguhngmehughuymehgheyvumugh
profundity: hnguhngmehughehnguv
prognostic: hnguhngmehzeyuyvum
prognostication: hnguhngmehzeyuyvumgheyvumzey
prognosticator: hnguhngmehzeyuyvumgheymeh
projectionist: hnguhngmehughnguvmehvumnguv
prolongation: hnguhngmehmeheynguvmeh
promissory: hnguhngmehvumuyuh
promulgation: hnguhngmehueynguvmeh
propositional: hnguhngmehmehvumvumzeymuy
propulsive: hnguhngmehuuyksum
proscenium: hnguhngmehngughzeyu
proscription: hnguhngmehngughvumnguvmeh
protean: hnguhngmehughzey
protozoan: hnguhngmehmehmehzey
protozoon: hnguhngmehmehmehzey
provable: hnguhngmehgheymuy
provident: hnguhngmehvumughnguv
provolone: hnguhngmehmehmehugh
prowler: hnguhngmehmuyuh
pruner: hnguhnguugh
psalter: hnguhnggheynguvuh
pseudo: ngugh
psychical: hnguhngsuzsehngughmuy
psychoactive: hnguhngsuzsehgheynguvksum
psychoanalytical: hnguhngsuzsehgheygheysuzvumghey
ptarmigan: hnguhnggheymezeyzey
pubertal: hnguhngwumuhghey
pubescent: hnguhngwumuyughnguv
publican: hnguz
puffer: hnguhnguzugh
puller: hnguhngmuyugh
pulpy: hnguhngmuysuz
pulsation: hnguhngmuygheyvumzey
puncher: hnguhngzeysehuh
punchline: hnguhngzeysehvumugh
punchy: hnguhngzeyseh
puppetry: hnguhnghnguhngughuh
purifier: hnguhnguhuzugh
puritanism: hnguhnguhnguvzeyuy
purloin: hnguhnguhmehzey
pursuance: hnguhnguhuzeyugh
purvey: ghuz
pushback: hnguhnguywumngugh
pushcart: hnguhnguyngughuh
pushchair: hnguhnguyngughgheyuh
putsch: hnguhngnguvngugh
pyramidal: hnguhnguhmezghehmuy
quadrangle: huzghehgheyeyugh
quadrennial: huzghehughzeyghey
quarrelsome: huzuhughuymez
quartermaster: huzuhughmezuyugh
quasi: huzuy
quatrain: huznguvgheyzey
quayside: huzsuzvumugh
querulous: huzuhmuyu
quicksilver: huzngughuymuyugh
quinine: huzzeyzey
quintessence: huzzeyughuyzeyugh
quintuple: huzzeyumuy
rabbinic: uhwumvumvum
raceway: uhngughghussuz
raconteur: uhngughzeyughuh
rad: hngugh
radiography: uhghehmehuhhnguhngsuz
radium: uhghehu
raggedy: uheyughsuz
ragout: uheyu
rainmaker: uhvummezmehuh
rambler: yugh
ramrod: uhmezmeh
rancorous: uhzeymehmehuy
randy: hung
rawhide: uhghusvumugh
reacquaint: uhgheyhuzvumnguv
reactant: uhgheynguvzey
reactivation: uhgheynguvksumnguvmeh
readmission: uhgheymezuyvumzey
readmit: uhgheymeznguv
reaffirmation: uhgheyuzuhgheyvumzey
reallocate: uhgheymuyngughnguv
reallocation: uhgheymuyngughnguvmeh
reanimate: uhgheyvumgheyugh
reappoint: uhgheyhnguhngvumnguv
reapportionment: uhgheyhnguhnguhvumzeyughnguv
rearguard: uhgheyeygheygheh
rearm: uhgheymez
rearmament: uhgheymezmezzey
rearrest: uhgheyuhuy
rearward: uhgheyghusuh
reassertion: uhgheyuyuhvumzey
reauthorize: uhgheynguvmehvumugh
rebury: uhwumuh
recalculate: uhngughmuyugheyugh
recapitulation: uhngughhnguhngnguvmuynguvmeh
recessionary: uhngughuyvumzeyuh
recessive: uhngughuyvumugh
recirculate: uhngughuhugheyugh
recitative: uhngughnguvnguvksum
reclassification: uhngughgheyuyuzngughnguvmeh
recombine: uhngughmezvumugh
recommit: uhngughmezvum
recon: vegh
recondition: uhngughzeyvumvumzey
reconfirm: uhngughzeyvummez
reconstitution: uhngughzeynguvnguvnguvmeh
rectilinear: uhngughvumvumughuh
recumbent: uhngughmezughnguv
redcoat: uhghehmehnguv
rededicate: uhghehghehngughnguv
redeemable: uhghehughgheymuy
redirection: uhghehuhngughvumzey
redoubt: uhghehunguv
redoubtable: uhghehunguvwumugh
reducer: uhghehngughuh
reducible: zez
reefer: uhughugh
reemphasize: uhughhnguhnggheyvumugh
reexport: uhughhnguhnguh
refectory: uhuzngughmehsuz
refraction: uhuzgheynguvmeh
refractive: uhuzgheynguvksum
refundable: hew
regency: uheyzeysuz
registrant: uheyuyuhzey
regrow: uheymeh
regrowth: uheymehnguv
regularize: uheymuyuhuv
reinsert: ngem
reinsurance: uhvumuyuhzeyugh
reiteration: uhvumughgheyvumzey
relativist: uhmuynguvksumuy
relaxant: uhmuyhes
remediate: uhmezghehgheyugh
remonstrate: uhmezzeynguvgheyugh
renegotiation: uhzeyeynguvgheyvumzey
repack: uhhnguhngngugh
repairer: uhhnguhngvumugh
repartee: uhhnguhnguhugh
repast: uhhnguhnguy
repeatable: uhhnguhnggheygheymuy
repentant: uhhnguhngzeygheynguv
repetitious: uhhnguhngnguvnguvmehuy
replenishment: uhhnguhngughvumsehughnguv
repopulate: uhhnguhnghnguhngmuynguv
repossession: uhhnguhnguyughuymeh
reprove: uhhnguhngmehugh
republish: uhhnguhngwumvumseh
repugnance: uhhnguhngeygheyngugh
resealable: uhuygheygheymuy
reseed: uhuyugh
residuum: uhuyghehu
resister: uhuyuyugh
resonator: uhuyzeynguvuh
restyle: uhuysuzugh
resubmit: uhuywumvum
retardant: uhnguvuhgheynguv
retrench: uhnguvughngugh
retributive: uhnguvvumuvumugh
reunify: uhuvumsuz
revalue: uhksummuyugh
reverb: uhksumuh
reverential: uhksumuhzeyvummuy
rhapsodize: uhgheyuyghehuv
rhapsody: uhgheyuygheh
rhesus: uhughu
rheumatic: uhughmeznguvngugh
rheumatism: uhughmeznguvuy
rhinitis: uhvumvumvum
ribald: uhwummuy
ribcage: uhwumgheyugh
riboflavin: uhwumuzgheyvum
ricin: uhngughzey
riffraff: uhuzuhuz
rigger: uheyugh
ringmaster: uhzeymezuyugh
riposte: uhhnguhnguyugh
risque: uhuyu
roadbed: uhgheywumgheh
roadkill: uhgheymehmuy
roadrunner: uhgheyuhzeyugh
roaster: uhgheynguvuh
rollup: uhmuyu
roofer: uhmehugh
rookery: uhmehughsuz
roomie: uhmehvum
ropy: uhng
rosebush: uhuywumuy
rostrum: uhuyuhmez
rotisserie: uhnguvuyughvum
roughen: uhusehzey
roughneck: uhusehughmeh
roughshod: uhusehsehgheh
roust: uhunguv
rubberize: uhwumughvumugh
rubella: uhwummuyghey
ruff: hngem
ruination: uhvumgheyvumzey
rulebook: uhmuywummeh
rumba: uhmezghey
ruminant: uhmezzeyzey
rummy: ew
rumpus: uhmezu
runabout: uhzeywumu
runaround: uhzeyuhugheh
runt: huy
rutabaga: uhnguvwumey
saccharin: uyngughsehuhzey
saccharine: uyngughsehuhzey
sacrilegious: uyngughvumughvumu
sacristy: uyngughvumnguv
sadomasochism: uyghehmezuyngughvummez
sadomasochistic: uyghehmezuyngughvumnguvngugh
safflower: uyuzmuyghusuh
saggy: uyeysuz
sago: uyey
sailfish: uyvumuzuy
salable: uymuywumugh
salesgirl: uymuyuyvummuy
salesmanship: uymuyuygheyuyvum
sally: uymuysuz
salutation: uymuynguvnguvmeh
salvageable: uymuygheyughwumugh
sanctification: uyzeynguvuzngughnguvmeh
sandblast: uyzeywumgheynguv
sandpiper: uyzeyhnguhnghnguhnguh
sangria: uyzeyuhghey
sanitarian: uyzeynguvuhghey
sapper: uyhnguhngugh
sarin: uyuhzey
sarong: uyuhzey
sashimi: uyuyvumvum
sass: uyuy
sassafras: uyuygheyuhuy
satiate: uynguvgheyugh
satiety: uynguvughsuz
satiny: uynguvzey
satiric: uynguvuhngugh
satyr: uynguvuh
sauropod: uyumehmeh
sawhorse: uyghusmehuy
scad: uyghey
scalar: uygheyghey
scalper: uygheyhnguhnguh
scammer: uygheymezuh
scamp: uygheyhnguhng
scarab: uygheyghey
scarp: uygheyhnguhng
scheduler: uysehghehmuyuh
schemer: uysehmezuh
schmuck: uysehumeh
schoolbook: uysehmehwummeh
schooldays: uysehmehghehsuz
scimitar: uyvumvumghey
scoutmaster: uymehnguvgheynguvuh
scram: uyuhmez
scrambler: uyuhmezmuyuh
scrapie: uyuhhnguhngugh
screed: uyuhugh
screenwriting: uyuhughghusvumvumey
screwball: uyuhghusgheymuy
screwy: uyuhghus
scrim: uyuhmez
scrimp: uyuhmez
scrip: uyuhhnguhng
scriptwriter: uyuhhnguhngghusvumugh
scrotum: uyuhnguvmez
scruff: uyuhuz
scud: uyu
scurrilous: uyuuhmuyu
scurvy: uyuksum
seafarer: uygheygheyugh
seafront: uygheyuhzey
seagoing: uygheymehzey
seahorse: uygheymehuy
seamy: uygheysuz
seaplane: uygheymuyzey
seasonality: uygheymehgheyvumsuz
seaworthy: uygheymehnguvsuz
secretory: uyngughughmehsuz
sectarianism: uyngughgheyvumzeyuy
seditious: uyghehnguvmehuy
seducer: uyghehngughuh
seductress: uyghehngughuhuy
seersucker: uyughuyngughugh
seismologist: uyvummezmuyeyuy
selfsame: uymuyuymez
seltzer: uymuyuvuh
semaphore: uymezhnguhngmehugh
semiannual: uymezgheyzeyghey
semiconscious: uymezngughzeyngughmehuy
semidarkness: uymezghehuhzeyuy
semidetached: uymezghehnguvngughugh
semifinalist: uymezuzzeymuyuy
semiofficial: uymezmehuzngughghey
semiprecious: uymezhnguhngughvumu
semiprivate: uymezhnguhngvumgheyugh
semipro: uymezhnguhngmeh
semiretired: uymezuhnguvuhgheh
semolina: uymezmuyzey
sendup: uyzeyu
senility: uyzeymuynguv
sensationalize: uyzeygheyvumzeymuyuv
sentience: uyzeyvumzeyugh
separator: uyhnguhnguhnguvuh
sequencer: uyhuzzeyugh
sequoia: uyhuzvum
serfdom: uyuhghehmez
serialize: uyuhgheyvumugh
serif: uyuhuz
sexton: uyvung
shakeout: uygheyughu
shamanism: uygheygheyvummez
shamefaced: uygheyughgheyugh
sharer: uygheyugh
sharpener: uygheyhnguhngzeyuh
shaver: uygheyugh
shay: uyghey
sheathing: uyughnguvvumey
shebang: uyughgheyey
sheepdog: uyughhnguhngmeh
shekel: uyughugh
shellac: egh
sherbet: uyughwumnguv
shill: uyvummuy
shim: uyvum
shipbuilder: uyvumwumvumghehuh
shipowner: uyvummehzeyuh
shirttail: uyvumnguvgheymuy
shirtwaist: uyvumnguvgheyuy
shockwave: uymehmehgheyugh
shoehorn: uymehsehuh
shoeshine: uymehuyvumugh
shoplifter: uymehmuyuzugh
shortcake: uymehnguvgheyugh
shoutout: uymehnguvu
showboat: uymehwumghey
showerhead: uymehughsehghey
showoff: uymehmehuz
showplace: uymehhnguhnggheyugh
showstopping: uymehuymehhnguhngzey
shrubby: uyuhwumsuz
shutoff: uyumehuz
sibilant: uywummuyzey
sidearm: uyghehgheymez
sidecar: uyghehngughuh
sidewall: uyghehghusmuy
sightread: uyeynguvughgheh
sightseer: uyeynguvughuh
signet: uyeyugh
signorina: uyeymehvumghey
silage: uymuyey
silicate: uymuyngughnguv
silicosis: uymuyngughuyuy
silkscreen: uymuyuyuhugh
silty: uymuysuz
silversmith: uymuyughuyvumseh
simper: uymezugh
simpleton: uymezmuynguvzey
simulcast: uymezmuygheynguv
simultaneity: uymezmuygheyughnguv
sisal: uyuymuy
sixfold: uyheyhey
skank: uygheymeh
skanky: uygheymeh
skittle: uyvumnguvugh
skullcap: uyumuyghey
skybox: uysuzmeh
slanderous: uygheyghehuhu
slaveholder: uygheyughmehghehuh
sleepwalker: uyughhnguhnggheymehuh
slicer: uyvumugh
slipcover: uyvumngughksumuh
slipshod: uyvumuymeh
slipstream: uyvumuyuhghey
slipup: uyvumu
slouchy: uymehngughsuz
sloven: uymehugh
slushy: uyuseh
slutty: uyunguv
smarmy: uygheymez
smidgen: uyvumeyzey
smithy: uyvumseh
smokehouse: uymehughmehuy
smokescreen: uymehughngughughzey
smut: uyu
snakebite: uygheyughvumugh
snakeskin: uygheyughmehzey
snapdragon: uygheyghehgheymeh
snarky!: uygheymehhnguzhnguz
snatcher: uygheyngughugh
snifter: uyvumnguvuh
snivel: uyvumugh
snobby: uymehwum
snoopy: uymehhnguhng
snowbank: uymehwumzey
snowbound: uymehwumugheh
snowdrop: uymehghehmeh
snowfield: uymehuzughgheh
snowplow: uymehhnguhngmeh
snowsuit: uymehuyvum
soapbox: uygheywumghegh
sobriquet: uywumvumunguv
sociopathic: uyngughmehgheysehngugh
sockeye: uyngughughugh
sodomize: uyghehmezuv
solenoid: uymuyzeyvum
solicitude: uymuyngughnguvgheh
solute: uymuynguv
solvable: suw
songbook: uyzeywummeh
soothsayer: uymehsehgheyugh
sophomoric: uyhnguhngmehmehvum
sorceress: uyuhughughuy
sorter: uyuhugh
sot: meng
souk: uyu
soulmate: uyumeznguv
sounder: uyughehuh
soundproof: uyughehuhmeh
soupy: uyusuz
spaceman: uygheyughghey
spacewalk: uygheyughgheymeh
spanner: uygheyzeyuh
spastic: uygheynguvngugh
spay: uyghey
speakeasy: uyughmehgheysuz
speakerphone: uyughmehuhsehzey
spectroscopic: uyughnguvmehngughhnguhngngugh
speculum: uyughuu
speeder: uyughghehuh
speedster: uyughghehnguvuh
speller: uyughmuyuh
spendthrift: uyughghehsehvumnguv
sphagnum: uyseheyu
spiderweb: uyvumughghuswum
spidery: uyvumughsuz
spiffy: uyvumuz
spillage: uyvummuyey
spillway: uyvummuyghey
spiritualism: uyvumvumumuyuy
spitball: uyvumwummuy
spoilage: uymehmuyey
spritz: uyuhnguv
sprocket: uyuhngughugh
spry: uyuh
spyglass: uysuzmuyuy
squeegee: uyuughugh
squiggly: uyueymuy
stalagmite: uygheygheymeznguv
stamen: uygheyugh
stanch: uygheyngugh
stanchion: uygheyngughvumzey
standoffish: uygheyghehuzvumseh
staph: uygheyseh
stapler: uygheymuyuh
starburst: uygheywumuhnguv
stargaze: uygheyeyuv
stargazer: uygheyeyuvuh
starstruck: uygheyuyuhngugh
statecraft: uygheyughuhuz
statesmanship: uygheyughmezzeysehhnguhng
stationer: uygheyvumzeyuh
statuesque: uygheyuuyu
steamroll: uyughmezmehmuy
steamroller: uyughmezmehmuyuh
steed: uyughgheh
steeplechase: uyughhnguhngughsehuy
steerage: uyughuhey
stenographer: uyughmehuhhnguhngugh
stepladder: uyughmuyghehugh
stepper: uyughhnguhnguh
stepsister: uyughuyuyugh
stereoscopic: uyughughuymehvum
stevedore: uyughughmehugh
stickleback: uyvummehughgheymeh
stigmatization: uyvummeznguvuvnguvmeh
stillbirth: uyvummuyvumnguv
stinker: uyvummehuh
stipple: uyvumhnguhngugh
stirrer: uyvumuhuh
stockpot: uymehmehmeh
stockroom: uymehmehmehmez
stockyard: uymehmehgheygheh
stonemason: uymehughgheymeh
stoner: uymehugh
stooge: uymehey
storekeeper: uymehughughhnguhnguh
storyboard: uymehsuzmehuh
stovepipe: uymehughvumugh
stowage: uymehgheyugh
stowaway: uymehgheyghey
straggly: uyuheymuy
strappy: uyuhhnguhngsuz
streaky: uyuhgheysuz
strep: uyuhhnguhng
streptomycin: uyuhhnguhngmehsuzvum
striated: uyuhgheyugh
stringency: egh
stringer: uyuhzeyugh
strontium: uyuhzeyvummez
strudel: uyuhghehmuy
stultify: uyunguvuz
stumpy: uyuhnguhng
stuntman: uyunguvghey
sty: sus
subarctic: uywumuhnguvngugh
subarea: uywumuhghey
subcompact: uywummehhnguhngngugh
subhuman: uywumughey
subjunctive: uywumungughvumugh
sublimation: uywumvumgheyvumzey
suboptimal: uywumhnguhngvumghey
subroutine: uywummehnguvzey
subscript: uywumngughvumnguv
subsoil: uywummehmuy
substratum: uywumnguvgheyu
subzero: uywumughmeh
succor: uyngughmeh
suckling: uyngughmuyzey
sucrose: uyngughmehugh
suet: uyugh
suffragette: uyuzuheynguvugh
suggestible: uyeyughnguvwumugh
sulfurous: uymuyumehuy
sumac: uymezngugh
summery: uymezughsuz
sunbaked: uyzeygheyugh
sunder: uyzeyugh
sundrenched: uyzeyuhzeysehgheh
sunfish: uyzeyvumseh
sunroom: uyzeymehmez
sunup: uyzeyhnguhng
sup: sus
supercilious: uyhnguhnguhvumvumu
superconductivity: uyhnguhnguhmehghehngughvumvumsuz
superficiality: uyhnguhnguhvumvummuynguv
superposition: uyhnguhnguhmehvumvumzey
supertanker: uyhnguhnguhgheymehuh
superwoman: uyhnguhnguhmehghey
suppertime: uyhnguhngughnguvmez
suppressant: uyhnguhnguhuygheynguv
suppressor: uyhnguhnguhuymeh
supremo: uyhnguhngughmeh
surefooted: uyuhuzmehugh
surrealistic: uyuhughmuyuyvum
surtax: uyuhghey
survivalist: uyuhvumgheyvumnguv
swami: uygheyvum
swampland: uygheyhnguhnggheygheh
swashbuckling: uygheysehumehvumey
sweetbread: uyughnguvuhghey
swimwear: uyvumghusghey
swindler: uyvumghehugh
